id;prediction
300157;394.06389315758105
300158;176.56640625924902
300159;335.24894632910923
300160;214.95929278006977
300161;298.34857378162633
300162;307.35981071264172
300163;317.45279599789859
300164;381.98992132054377
300165;375.52318357511439
300166;235.54203227593285
300167;253.92182873491225
300168;306.91190445234042
300169;291.47303999604327
300170;204.15119373201989
300171;287.41340856156972
300172;330.56240152724638
300173;352.98971624474723
300174;176.40139296958776
300175;295.40432099506
300176;421.2411327505709
300177;506.6982370623403
300178;292.4639020575475
300179;162.11080477905367
300180;230.73757802607304
300181;255.04368383464399
300182;283.65891230104387
300183;221.52183080584203
300184;166.46522502257633
300185;287.73715620912549
300186;274.55918818354007
300187;180.28108460501949
300188;278.22170849209226
300189;389.27401847718676
300190;221.52183080584203
300191;345.20642924743282
300192;408.32114772864685
300193;323.12085871492383
300194;296.87191366051769
300195;257.61312904124924
300196;323.96326021305748
300197;356.95097545717709
300198;207.57779465891315
300199;210.66813990652619
300200;482.64526272310871
300201;467.57866988083157
300202;365.33287058739268
300203;335.80652170592055
300204;265.64477304474985
300205;293.04671221092701
300206;266.10640211022184
300207;374.76335812416323
300208;173.01047927673773
300209;257.23009172926066
300210;176.56413938038253
300211;173.01274615560422
300212;220.46334179328755
300213;425.40483488643036
300214;439.64210333739976
300215;198.19782396889158
300216;226.07519802846053
300217;261.94772463155397
300218;269.39647961405296
300219;372.93590059308735
300220;275.42487103819502
300221;487.07119441866411
300222;421.2411200928729
300223;255.87256619088021
300224;277.39947624578542
300225;287.73709048935342
300226;174.79808059242546
300227;281.16130134816598
300228;257.23679076153149
300229;349.2545523339333
300230;281.38205578270555
300231;398.01747252643889
300232;299.3993634325571
300233;331.05832256473104
300234;293.96833979067486
300235;285.73864698442497
300236;273.45471120916039
300237;339.5020023370771
300238;616.20562288945928
300239;256.76124227305206
300240;297.25841729450599
300241;257.23009172926066
300242;255.87489209714229
300243;258.06319192184577
300244;398.9186597646281
300245;227.33022920558111
300246;617.35608162753715
300247;288.71964092283451
300248;287.24193124778418
300249;291.79199566637999
300250;349.56817854474889
300251;293.96833979067486
300252;259.6500233331584
300253;210.8124266692686
300254;295.72806772043981
300255;309.18269297394221
300256;297.88951969186786
300257;342.18551965752056
300258;376.14151788771971
300259;337.73738023799825
300260;252.79098432674525
300261;210.36845537806144
300262;210.36845537806144
300263;313.64727803398034
300264;270.7803899132731
300265;302.92950463485647
300266;228.21065491035446
300267;395.87596793020089
300268;282.6769059217865
300269;472.58943006434868
300270;283.35942907623951
300271;475.81100091273498
300272;223.63170174872167
300273;412.14900308372
300274;287.93432677690464
300275;288.20222463327048
300276;371.67864109700184
300277;374.09504050570757
300278;356.15195247055669
300279;305.44034889348319
300280;331.55273163975835
300281;373.22620288831109
300282;279.3633268361242
300283;323.82540988214367
300284;309.12786754126898
300285;295.24327320955382
300286;401.13290190464369
300287;340.81968009292979
300288;243.86527088507208
300289;344.50593558749836
300290;295.28298984379478
300291;367.1553749722629
300292;288.19731985444662
300293;383.43116694900078
300294;464.73302298788786
300295;326.45996479158686
300296;379.06627471506425
300297;350.79601764555389
300298;225.65885207485161
300299;373.06163117989473
300300;398.9186597646281
300301;485.24653242434914
300302;536.08953822018179
300303;332.48883661594601
300304;376.47884684659778
300305;514.41683316445585
300306;540.48704270766973
300307;334.94564309941211
300308;259.93442473507287
300309;318.08322147928908
300310;398.84271799845931
300311;369.97443694315194
300312;342.35645610494646
300313;436.85948362725526
300314;355.91672527015214
300315;302.66694874039393
300316;319.13184947993369
300317;353.70369720216337
300318;265.62163026427856
300319;499.06328110605853
300320;408.53776638958232
300321;347.08911738851282
300322;356.56571160737815
300323;450.88395258790644
300324;349.90816231509251
300325;373.49572182067016
300326;175.03208218994041
300327;309.55234024790582
300328;332.73393823503829
300329;251.35358985452424
300330;213.89000871961969
300331;300.4329840701426
300332;480.20760310683437
300333;424.69906725021502
300334;571.67561702337662
300335;272.06799520735115
300336;685.49895859090793
300337;564.25557536388294
300338;314.03837715801569
300339;272.06799520735115
300340;366.04576017975899
300341;331.47439221657004
300342;277.29863173056049
300343;227.66543206759465
300344;499.67623736460251
300345;365.59020073517337
300346;201.73522841836976
300347;363.5553304697961
300348;223.11504938726787
300349;274.65415284011226
300350;338.01857474229132
300351;215.93433519111849
300352;395.21407829052669
300353;389.42193325186599
300354;239.02389624653037
300355;296.09469751206478
300356;278.04858106584868
300357;235.07578760918798
300358;306.41422537521379
300359;234.34776238147589
300360;355.54287910331169
300361;303.09293196063049
300362;264.48882564512297
300363;243.08718265140189
300364;243.08718265140189
300365;395.29227641555673
300366;452.38460563285275
300367;273.85089651526113
300368;237.94471180332346
300369;383.69688427389707
300370;417.16141225749686
300371;379.10720256734851
300372;459.37382457466612
300373;322.92083064402647
300374;297.28624372490657
300375;367.69841623533529
300376;299.65174905282782
300377;511.79421744205632
300378;285.26110307097042
300379;235.40304764352501
300380;232.05232379634859
300381;444.5169450524362
300382;504.49259425107539
300383;198.76722312258696
300384;208.257783919937
300385;305.39855873020593
300386;364.71574448505135
300387;267.06806673778397
300388;280.38480340242637
300389;238.86817972482035
300390;263.61132635752153
300391;295.45378743487328
300392;352.36705480682218
300393;420.92413463297817
300394;397.5329813781745
300395;280.29773352675534
300396;249.14973117408556
300397;348.65294147423344
300398;401.01643353339011
300399;349.01017897597831
300400;368.4742255817556
300401;390.13899872287061
300402;290.75756329728767
300403;239.24105527607779
300404;314.40498772170315
300405;275.76060969632937
300406;758.49889217438499
300407;447.56017366617175
300408;417.43972781645709
300409;281.39140860415392
300410;315.15637027799579
300411;297.03279114296544
300412;462.7355817564607
300413;279.81501214423417
300414;246.03293634664641
300415;390.49459060374977
300416;381.47394120748527
300417;292.98644174487896
300418;282.84597958304323
300419;404.17662862869764
300420;314.81373388605283
300421;345.20454392202555
300422;375.51388809067089
300423;399.46894361979759
300424;359.58512365777568
300425;284.12346893460051
300426;283.45470515550738
300427;317.57087872590841
300428;538.81580316893849
300429;472.52971137751069
300430;400.86482755008137
300431;478.56583901005064
300432;236.42151851317237
300433;350.90475909219685
300434;304.05575716492223
300435;227.85607672105232
300436;314.05981919869362
300437;438.4726976558602
300438;453.9072754224469
300439;413.00449817019631
300440;231.79504581110021
300441;261.19161129899629
300442;208.66012117866927
300443;360.67809107048049
300444;335.98739283468478
300445;310.42575378914137
300446;388.29867739836772
300447;401.82371766111544
300448;210.52998555640701
300449;298.29960773602164
300450;298.40035498337312
300451;364.20020216179904
300452;466.34384404858145
300453;347.96577797010576
300454;428.03788504710087
300455;369.35133925839222
300456;211.13903843063204
300457;330.83951382864075
300458;312.59427488387246
300459;373.65246978912728
300460;266.08077145567432
300461;214.8451510014205
300462;219.80631585193925
300463;326.14066009531729
300464;270.67383108874833
300465;230.10492270890541
300466;354.8173617847504
300467;279.15747517365622
300468;303.43313805089906
300469;571.30066056421629
300470;284.79460142284449
300471;295.20861842194648
300472;318.7449614145271
300473;306.07126110925475
300474;302.06213440181733
300475;249.62781950522549
300476;364.20020216179904
300477;282.6769059217865
300478;256.27241598862764
300479;277.62917287420709
300480;345.46875370233204
300481;274.16146718062396
300482;319.36463524524419
300483;371.98996599097734
300484;219.62626039288494
300485;284.39365348748657
300486;211.42559297583017
300487;497.61345952958953
300488;383.10704990833852
300489;301.71369922019738
300490;201.78152885772789
300491;279.3633268361242
300492;345.10816959014107
300493;409.97097065053811
300494;201.78152885772789
300495;571.85873333229904
300496;349.29827138135579
300497;307.44848610278547
300498;305.61018678829612
300499;292.25356747575108
300500;239.74007323685908
300501;293.57283117276404
300502;309.61931773528499
300503;337.73738023799825
300504;243.59378983231969
300505;361.99524509341006
300506;324.00803809718292
300507;216.01341646477093
300508;303.8797448358431
300509;216.01341646477093
300510;322.22493895686682
300511;316.59954352127664
300512;245.69631739420549
300513;496.61957355970031
300514;294.25363239026802
300515;275.55325615544564
300516;295.94367152423047
300517;284.12346893460051
300518;307.61819196666596
300519;301.2551546913038
300520;290.29472765776268
300521;257.83000075072425
300522;318.70370480996195
300523;315.51692208706868
300524;266.20522260980187
300525;318.11340981141757
300526;352.75221639472568
300527;292.68284247304229
300528;294.52952857666315
300529;778.4638697849839
300530;490.78451005485562
300531;292.3799356457356
300532;545.95915704415813
300533;340.90151380859066
300534;292.01443308934131
300535;325.94118100821589
300536;321.01747604359468
300537;380.87721244404736
300538;272.32343386198744
300539;282.6769059217865
300540;257.23009172926066
300541;273.80319790769988
300542;351.08350529622669
300543;274.74234368437305
300544;480.52946929606065
300545;369.99104352708821
300546;476.13441869485894
300547;379.70713970425601
300548;405.42999278939044
300549;484.48517899702222
300550;267.68243375844821
300551;282.6769059217865
300552;279.3633268361242
300553;440.69410870505226
300554;391.98041885503744
300555;368.13136377711726
300556;498.38558105713054
300557;416.75939106086486
300558;512.1186693315118
300559;299.88705115909011
300560;506.52914415960601
300561;310.73856360661659
300562;473.30816083363084
300563;321.01087194864493
300564;451.34989243550535
300565;340.49594405070968
300566;401.55930767808496
300567;282.74047406939815
300568;509.16574330954018
300569;301.75468862949606
300570;413.66678645467357
300571;284.2910778065505
300572;486.1787986839044
300573;556.37368969743977
300574;272.15540109333625
300575;344.43787345676731
300576;404.2854157195992
300577;462.45193807935811
300578;485.7583961135033
300579;497.7399061886947
300580;433.30869400161396
300581;467.02250312633583
300582;493.62011069811894
300583;515.06681320429175
300584;286.71795042241075
300585;308.13646354045767
300586;262.34818463407038
300587;496.39491472106386
300588;279.80983838527561
300589;187.55657035265446
300590;174.03145312560267
300591;265.53011258213343
300592;296.52912184755297
300593;334.69345340586534
300594;495.68118769843397
300595;273.96966920208206
300596;264.69701238954832
300597;237.74095974543016
300598;329.14853180156177
300599;283.62424482820842
300600;293.96833979067486
300601;379.89527862826759
300602;299.8905524544345
300603;802.36910233385856
300604;336.50846686129017
300605;476.41028837624418
300606;492.18896092486619
300607;320.83764739198574
300608;379.14724532902704
300609;374.76335812416323
300610;283.35942907623951
300611;292.29398097208991
300612;342.38348098597112
300613;416.7464718102039
300614;571.32150066604413
300615;463.76177718565646
300616;284.00689257978706
300617;480.0456850450214
300618;264.56822099906833
300619;299.43931664783668
300620;471.47494947368074
300621;473.8066727039855
300622;518.87225183413886
300623;551.65280229455266
300624;288.92431975762361
300625;367.65438266213033
300626;427.7442122400185
300627;297.70417567341474
300628;436.2549113187311
300629;434.39685968387613
300630;390.86901727542158
300631;396.40892196550413
300632;470.32544051377715
300633;264.67831477053033
300634;283.72635958381426
300635;361.04918360209547
300636;417.75504937193676
300637;504.40738653070122
300638;520.64268992785446
300639;353.96818433485419
300640;414.67155667411038
300641;382.84320300283252
300642;281.87380414475484
300643;327.21727580708358
300644;498.84479703599339
300645;276.81916539860305
300646;296.04423757032578
300647;489.46238162491267
300648;283.44683496222461
300649;319.74801737012604
300650;288.83176616018
300651;461.65930398550512
300652;643.75999688264858
300653;374.10425333144673
300654;481.34147507308597
300655;281.96690522431192
300656;348.65294147423344
300657;293.41156406146865
300658;306.91190445234042
300659;333.00389557645929
300660;269.8213889646359
300661;384.34080071004246
300662;568.71335626391783
300663;408.57900665414485
300664;307.57350521734452
300665;385.46147053257283
300666;462.78398736953994
300667;184.16680452372245
300668;382.85316399614464
300669;335.83828842859799
300670;515.08508876186806
300671;616.41615649801508
300672;528.93253224721116
300673;314.61693955688497
300674;461.65930398550512
300675;438.54406719926436
300676;280.90973263017122
300677;499.67623736460251
300678;502.63774880879606
300679;262.66545402666594
300680;291.90086278156224
300681;605.25480155345144
300682;249.85785189522664
300683;259.24702269031951
300684;524.25628223163574
300685;312.56850659312551
300686;260.97501423776987
300687;253.87991493068751
300688;473.68151979638509
300689;320.95875996915362
300690;260.97501423776987
300691;308.42800956489776
300692;285.7381943611818
300693;305.06439756850403
300694;413.72290961463642
300695;352.29431858231408
300696;586.18776477836252
300697;355.68552129648361
300698;298.40035498337312
300699;266.43883180071288
300700;525.42216716240716
300701;281.38900013703488
300702;255.48122864791483
300703;340.00049313575232
300704;297.28753683989186
300705;306.46996625602941
300706;291.69372549383905
300707;385.95399287238388
300708;362.62722645008262
300709;288.32161537214876
300710;175.18559635115153
300711;334.65317573479638
300712;287.80477480405483
300713;382.10762865448879
300714;306.40883688808736
300715;321.22950873050991
300716;518.37454809364476
300717;418.43505198101246
300718;162.01783120978658
300719;276.12837105404884
300720;418.56002888629456
300721;510.6601132504282
300722;339.16602016901999
300723;573.12149538172514
300724;466.65450779844014
300725;414.51239344061179
300726;382.8024495666873
300727;313.07179065979852
300728;337.73738023799825
300729;136.29986610715736
300730;261.74662341660462
300731;283.02019259096937
300732;399.59394373538686
300733;283.84879564513921
300734;285.61735771373071
300735;292.14160936588848
300736;285.61735771373071
300737;189.62866523090031
300738;228.70902940431748
300739;243.01265535665851
300740;288.78233488162095
300741;477.46394491089171
300742;420.95908167775207
300743;239.59154068771625
300744;385.37031269737656
300745;335.60967916671939
300746;290.32319040477228
300747;334.19614464901389
300748;500.34763946396276
300749;232.54507005082772
300750;286.64853780721887
300751;252.97285892438265
300752;230.93100045960566
300753;413.21146060346985
300754;327.38211686563176
300755;495.89554916959014
300756;316.52973051150877
300757;403.54443205668804
300758;253.9745557636551
300759;284.44198912770207
300760;386.8807036980474
300761;292.23963566422793
300762;245.7674812456971
300763;249.9242141610049
300764;501.22661413558876
300765;310.92930680064944
300766;417.54340171636858
300767;382.71618027375456
300768;351.64972161264654
300769;352.8274611698813
300770;429.45367558530035
300771;307.50331449893565
300772;197.53145128266502
300773;293.9728612399403
300774;395.44128865212696
300775;312.22783870281938
300776;272.15540109333625
300777;490.36420915607266
300778;521.21362995786444
300779;380.04581682251126
300780;297.25841729450599
300781;391.39490932425042
300782;292.8912042817268
300783;464.12701914864556
300784;349.13936434515801
300785;740.74079418723761
300786;302.22868216558396
300787;339.08471500525496
300788;361.74520297663798
300789;384.29449815980468
300790;562.93697190205853
300791;310.73856360661659
300792;312.83920913864085
300793;256.39099988955985
300794;294.34437189484987
300795;307.96192304646854
300796;610.63871381304455
300797;399.76331224712453
300798;358.08321894659588
300799;525.98254898651908
300800;254.44385535172484
300801;312.83920913864085
300802;293.96833979067486
300803;317.78035569173477
300804;391.87027194063336
300805;268.72919081645074
300806;438.44317127634298
300807;521.47139692653536
300808;324.69683965179183
300809;371.67864109700184
300810;292.00031931858928
300811;316.66319128852081
300812;356.4264996141801
300813;355.05396711456825
300814;372.93590059308735
300815;725.4861476476068
300816;515.75278258698927
300817;359.32620360794567
300818;365.11561563912397
300819;288.90501735030563
300820;300.19645121919399
300821;287.57013316334474
300822;597.35239542328225
300823;503.0343224774021
300824;411.42349642115965
300825;503.69738623403219
300826;252.15353121206229
300827;341.82685750068555
300828;505.01213200430772
300829;608.31823777542525
300830;439.32803586053507
300831;347.12195810163303
300832;244.22716052159547
300833;252.97791855640543
300834;487.18401675778898
300835;315.57134105984954
300836;235.41591147645789
300837;461.76042307040507
300838;289.27814044465475
300839;430.32303769531796
300840;249.57850866352695
300841;818.03314388638387
300842;321.41815756292999
300843;265.00786106950039
300844;352.51540397898344
300845;214.43863936125945
300846;383.90720826161083
300847;310.26761881735234
300848;505.01213200430772
300849;270.67383108874833
300850;321.25256625754201
300851;204.80987747796706
300852;275.84129087772573
300853;337.91772810307725
300854;663.79544122864343
300855;579.05072882878426
300856;384.63911672352242
300857;355.45655518823207
300858;491.77376711749844
300859;408.30870139478787
300860;272.03883044846242
300861;277.60195811195933
300862;491.1429300524473
300863;266.10804237689706
300864;529.23867493658963
300865;266.32200066786419
300866;432.2898066562787
300867;501.55356702444573
300868;542.54904962874275
300869;398.56144767337827
300870;573.54241312646411
300871;282.63702439094169
300872;359.77972099941877
300873;298.91040633099965
300874;573.73143914325306
300875;206.24499769074205
300876;297.90159615501676
300877;439.26986086818687
300878;337.20741129423124
300879;247.91906558908778
300880;192.75413244944716
300881;341.04035550347623
300882;509.81882065794264
300883;264.03806535276419
300884;328.09310987935925
300885;242.02993740606786
300886;307.29912514398291
300887;231.44481755212411
300888;332.44800396343794
300889;420.93598602572104
300890;449.81810230366295
300891;388.68015377558731
300892;273.78332135797422
300893;282.19676628645828
300894;201.95814022705233
300895;267.46966931997798
300896;282.7446600457917
300897;343.25303694694566
300898;357.77514944527456
300899;440.02620997992301
300900;249.29660376753785
300901;368.4468691693275
300902;296.95085322117211
300903;608.55226994346719
300904;312.38363873129003
300905;283.31576308284639
300906;165.40641526440658
300907;285.340518724866
300908;221.21205522706035
300909;396.29361769125978
300910;543.12597740375236
300911;238.20291961289612
300912;293.96833979067486
300913;293.96833979067486
300914;398.3648412741116
300915;324.84727257167407
300916;286.71630490708338
300917;185.71879767913447
300918;259.06996578427271
300919;286.52098707453808
300920;492.64634224625081
300921;277.78848213050486
300922;404.62117507695018
300923;536.71078721521121
300924;320.2444182293612
300925;276.80050087419556
300926;199.19903466334648
300927;157.95248846045538
300928;440.20167478469989
300929;446.07696109442833
300930;317.71810728736506
300931;194.64459384118598
300932;311.375129916059
300933;316.8957553119011
300934;250.63813684625771
300935;359.98990235887157
300936;580.511323677821
300937;292.00031931858928
300938;284.61084724002245
300939;268.72919081645074
300940;264.48882564512297
300941;260.38881331460288
300942;293.96833979067486
300943;323.03744465045639
300944;293.96833979067486
300945;338.08082056278249
300946;243.88528246570638
300947;445.48207848112008
300948;489.51303072247902
300949;307.44848610278547
300950;360.40733898437594
300951;284.19806066037779
300952;404.48656842704025
300953;272.4349257149259
300954;459.12867525958688
300955;647.00666204513402
300956;306.20826126165719
300957;287.1123404882224
300958;314.4685625318096
300959;282.55740132225122
300960;293.96833979067486
300961;266.4409445492638
300962;277.0437160626268
300963;264.48882564512297
300964;265.60644174669579
300965;460.4477053288287
300966;376.55238257123699
300967;340.82848029459149
300968;501.57022359699624
300969;423.5772722210047
300970;519.44324569213904
300971;302.55552772995156
300972;340.23117549537182
300973;617.61071776198344
300974;282.25600888921855
300975;350.76988611924799
300976;293.9761276130082
300977;284.00954191763662
300978;375.98778499196555
300979;493.62687907038168
300980;293.96833979067486
300981;489.04619609846497
300982;393.44025149474328
300983;281.55523451115016
300984;351.03937257784457
300985;427.82458133815931
300986;227.53399707344715
300987;239.65979162808847
300988;342.32689762857024
300989;255.81865607764442
300990;301.82821717683134
300991;291.43123745862147
300992;389.80124743150679
300993;276.88541054882234
300994;303.29175318747764
300995;325.08541411413893
300996;242.49441447572821
300997;210.71001647931649
300998;179.96512657833307
300999;392.85938376489884
301000;184.36015247926144
301001;558.59921171141127
301002;208.27205691891581
301003;224.96997454455845
301004;389.20467171531112
301005;399.6713910034652
301006;366.84005285321416
301007;283.38414544783757
301008;266.11877749407626
301009;406.6706036912185
301010;269.1819744621198
301011;306.55905594309615
301012;374.94867873210569
301013;304.73216455973301
301014;408.86967412061244
301015;264.68368851588764
301016;283.38414544783757
301017;547.21395645976634
301018;307.5930745518541
301019;349.02603188579752
301020;339.32252441778007
301021;283.44196261899975
301022;275.90760057676044
301023;355.56485056946008
301024;286.22540946370253
301025;249.97129618411805
301026;299.39121341810733
301027;268.60026378933435
301028;336.12411027879023
301029;310.80277181862385
301030;277.13848632932121
301031;378.2007886211199
301032;331.90082193331125
301033;624.05267698948558
301034;187.24262839692921
301035;250.83416761857148
301036;185.78237445256414
301037;277.13848632932121
301038;283.67215453663118
301039;274.49849566253079
301040;319.79181273731302
301041;261.03585310988547
301042;288.36473619760204
301043;282.22439893268796
301044;301.12270550851679
301045;308.13193545414521
301046;438.12523377268707
301047;289.88500734452185
301048;268.4250297216891
301049;250.57969581342257
301050;298.01777884053155
301051;204.94181461831727
301052;230.91984844170833
301053;273.54146515711409
301054;382.43204543154553
301055;232.36946367008721
301056;339.45866563813706
301057;400.84789239692702
301058;275.42487103819502
301059;538.55100359193364
301060;617.46153678892369
301061;525.8459251304273
301062;406.37720605017483
301063;307.96192304646854
301064;526.79983863971984
301065;462.51315430924217
301066;258.3219853633434
301067;233.21588691355916
301068;185.16907582670515
301069;283.90000793051922
301070;269.47942229262679
301071;510.26613958215677
301072;276.42321610623219
301073;353.00508813477535
301074;373.27823396841825
301075;456.26374869290532
301076;283.64933724164513
301077;297.19964615785642
301078;215.1582297645669
301079;407.76087955743685
301080;379.6225461958287
301081;348.92208146193462
301082;221.45503247882931
301083;311.85462378771479
301084;611.8304627651388
301085;332.52176865556845
301086;399.50129406620016
301087;482.00043294437069
301088;308.14935591330061
301089;181.26372191086804
301090;287.78135343541203
301091;311.71696936784218
301092;439.54196473005459
301093;169.37726325983766
301094;275.36767352385806
301095;285.8240336476473
301096;243.47784556793351
301097;331.158082064322
301098;237.09560485367714
301099;285.09402430506407
301100;283.63377337448122
301101;406.88707992788898
301102;344.88065035793079
301103;296.03971830388616
301104;291.31102692299118
301105;395.45320784174862
301106;235.3734328393131
301107;478.80907249012614
301108;561.17213832307925
301109;488.52241564221504
301110;311.17848502797847
301111;319.28242813442779
301112;305.35414030337284
301113;522.93136769142347
301114;529.93683996339053
301115;227.41866958566089
301116;211.33218308131015
301117;477.83632022464451
301118;277.26022831503104
301119;307.52942463531076
301120;438.55682261590965
301121;343.30758784053876
301122;381.61404147194924
301123;330.82226386764853
301124;461.29050247060422
301125;346.63866410362948
301126;392.35333502612968
301127;217.26849455423658
301128;378.79868155710903
301129;382.86035989332589
301130;361.26949995882006
301131;224.13458782415489
301132;235.95828051351322
301133;410.00953871097659
301134;204.48977471606841
301135;461.65930398550512
301136;563.68381505104105
301137;170.51316799790411
301138;264.64567479317952
301139;239.63311915721869
301140;356.38896092573867
301141;396.28046341840053
301142;484.81512772346099
301143;221.52183080584203
301144;285.69314900288936
301145;328.73656744748871
301146;410.91628703384697
301147;488.49674331239368
301148;289.88500734452185
301149;306.33600072677672
301150;250.71656190532354
301151;432.26875380366192
301152;295.37348997790593
301153;378.2007886211199
301154;438.67813928979399
301155;287.05713991273797
301156;278.43409647211973
301157;283.72502251010974
301158;189.39720076639503
301159;206.85638361454517
301160;203.67921121083705
301161;243.08718265140189
301162;498.09449844629171
301163;322.25546971254869
301164;376.68493034025374
301165;301.07180270643317
301166;141.10953841927633
301167;238.76469244609828
301168;398.63300047982068
301169;313.42400802513589
301170;193.64017202249124
301171;360.1301163523903
301172;135.77590905730759
301173;295.46694617068158
301174;316.65878973103133
301175;234.74866061815982
301176;310.57320687712769
301177;393.16397946546169
301178;285.40344104156509
301179;448.47305546519283
301180;285.22448569146076
301181;481.87416600771854
301182;408.34490604126694
301183;258.74553920453002
301184;271.51245729716663
301185;223.81726939096933
301186;484.29444500609816
301187;333.80202355543111
301188;377.0270708104901
301189;366.6477986847201
301190;500.21854389338404
301191;501.97934537442586
301192;343.13228263550252
301193;352.8274611698813
301194;409.37836683286184
301195;401.10205330115025
301196;266.74868209904997
301197;338.3820991146373
301198;162.45465682859458
301199;340.60874124796806
301200;244.22474974464905
301201;154.04589541329199
301202;335.53914300453636
301203;290.68557354831376
301204;259.48716835262979
301205;293.96833979067486
301206;451.66529718753685
301207;326.85056588562577
301208;472.26900959781398
301209;409.08038338563307
301210;369.59133454200543
301211;499.91186836531324
301212;401.69634896971166
301213;363.20530992568217
301214;305.455473899732
301215;319.57832652231161
301216;282.6769059217865
301217;435.38941268244639
301218;168.45024429267383
301219;369.82262192979823
301220;301.64575539358185
301221;450.08297303813094
301222;607.5028246544066
301223;323.24461850523909
301224;381.35655558281428
301225;373.85666685514275
301226;334.66001180921927
301227;250.34935239882978
301228;202.17226108349905
301229;293.96833979067486
301230;332.21768855793442
301231;454.29495180527209
301232;385.42845515937125
301233;405.46707885996773
301234;321.16891737558569
301235;262.99339689638362
301236;220.84467996999072
301237;320.29002669231994
301238;284.29760433380585
301239;470.02769083595535
301240;271.36495533772569
301241;463.08082261128055
301242;330.37689515525597
301243;442.22013793095567
301244;432.27338409469525
301245;340.92724862667313
301246;551.84133378975264
301247;403.54443205668804
301248;229.92267139829804
301249;288.57782381874205
301250;341.28046249063391
301251;390.15270907816642
301252;248.79993488385705
301253;215.17054986273277
301254;358.4749727038689
301255;253.62854431214984
301256;229.49951119554251
301257;386.31918366789193
301258;416.77276689453004
301259;205.51632051633354
301260;253.10063573828873
301261;288.90501735030563
301262;219.28367543997413
301263;249.6747980387824
301264;164.60151738789105
301265;426.70407642535065
301266;313.56459572245689
301267;436.39297991102802
301268;260.53265080956965
301269;347.73518564118729
301270;293.96833979067486
301271;277.39947624578542
301272;362.18346189983447
